cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator,gov_level_sort_order,mode_sort_order,user_other_grp
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2010,311400000,Highways,346940595,Actual,89.756,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2011,806200000,Highways,874488833,Actual,92.191,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2012,804800000,Highways,865897745,Actual,92.944,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2013,634000000,Highways,671937597,Actual,94.354,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2014,276600000,Highways,287534954,Actual,96.197,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2015,250600000,Highways,258246684,Actual,97.039,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2016,79600000,Highways,81227805,Actual,97.996,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2017,39800000,Highways,39800000,Actual,100,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2018,1400000,Highways,1359685,Actual,102.965,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2019,700000,Highways,668609,Actual,104.695,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2020,100000,Highways,95173,Actual,105.072,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2021,100000,Highways,92331,Actual,108.306,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,HTF direct capital outlays,2022,700000,Highways,614644,Actual,113.887,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2010,392900000,Highways,437742324,Actual,89.756,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2011,996400000,Highways,1080799644,Actual,92.191,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2012,1190400000,Highways,1280771217,Actual,92.944,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2013,850000000,Highways,900862709,Actual,94.354,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2014,860000000,Highways,893998773,Actual,96.197,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2015,803800000,Highways,828326755,Actual,97.039,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2016,778600000,Highways,794522225,Actual,97.996,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2017,354300000,Highways,354300000,Actual,100,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2018,367900000,Highways,357305881,Actual,102.965,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2019,325100000,Highways,310521037,Actual,104.695,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2020,341700000,Highways,325205573,Actual,105.072,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2021,344100000,Highways,317710930,Actual,108.306,0,0,-
Expenditure,-,-,Trust Fund,Capital,Federal,Other agency capital outlays of HTF funds,2022,270700000,Highways,237691747,Actual,113.887,0,0,-
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2010,5576025470,Transit,6212426434,Actual,89.756,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2011,4575787467,Transit,4963377626,Actual,92.191,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2012,3888018915,Transit,4183184407,Actual,92.944,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2013,3407816829,Transit,3611735410,Actual,94.354,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2014,2998720534,Transit,3117270324,Actual,96.197,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2015,2916014552,Transit,3004992376,Actual,97.039,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2016,2798824164,Transit,2856059598,Actual,97.996,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2017,2681640782,Transit,2681640782,Actual,100,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2018,2501307738,Transit,2429279597,Actual,102.965,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2019,2593735505,Transit,2477420607,Actual,104.695,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2020,15286166750,Transit,14548278086,Actual,105.072,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2021,16258644412,Transit,15011767041,Actual,108.306,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,"Federal  funds transferred to S&L, excluding HTF amounts",2022,26825512438,Transit,23554499142,Actual,113.887,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2010,148000000,Transit,164891484,Actual,89.756,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2011,149000000,Transit,161620983,Actual,92.191,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2012,171000000,Transit,183981752,Actual,92.944,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2013,149000000,Transit,157915934,Actual,94.354,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2014,143000000,Transit,148653284,Actual,96.197,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2015,125000000,Transit,128814188,Actual,97.039,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2016,150000000,Transit,153067472,Actual,97.996,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2017,138000000,Transit,138000000,Actual,100,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2018,174000000,Transit,168989462,Actual,102.965,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2019,262000000,Transit,250250728,Actual,104.695,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2020,155000000,Transit,147517892,Actual,105.072,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2021,151000000,Transit,139419792,Actual,108.306,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,Federal,Federal general funds for FTA direct Expenditure,2022,45000000,Transit,39512850,Actual,113.887,0,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2015,8578302691,Transit,8817431431,Actual,97.288,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2016,8956251916,Transit,9225165490,Actual,97.085,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2017,9462470659,Transit,9462470659,Actual,100,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2018,10824721975,Transit,10333271579,Actual,104.756,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2019,12439003654,Transit,11691452200,Actual,106.394,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2020,11616107315,Transit,10869889407,Actual,106.865,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2021,11813658907,Transit,10083441227,Actual,117.159,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Local general funds,2022,14282046124,Transit,11035253762,Actual,129.422,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2010,6909352877,Transit,7956600655,Actual,86.838,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2011,5306793209,Transit,5831256411,Actual,91.006,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2012,5284774834,Transit,5566495154,Actual,94.939,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2013,7975885685,Transit,8200834577,Actual,97.257,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2014,7547689679,Transit,7668000609,Actual,98.431,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2015,2029854534,Transit,2086438753,Actual,97.288,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2016,2109214072,Transit,2172543721,Actual,97.085,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2017,2551340245,Transit,2551340245,Actual,100,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2018,10451196106,Transit,9976704061,Actual,104.756,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2019,11707213076,Transit,11003640314,Actual,106.394,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2020,11342503532,Transit,10613861912,Actual,106.865,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2021,12324154087,Transit,10519169750,Actual,117.159,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,State transportation funds,2022,12733243030,Transit,9838546020,Actual,129.422,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2010,4061344364,Transit,4676920661,Actual,86.838,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2011,4233204276,Transit,4651566134,Actual,91.006,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2012,4904894710,Transit,5166364413,Actual,94.939,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2013,5210930558,Transit,5357897692,Actual,97.257,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2014,6622578271,Transit,6728142832,Actual,98.431,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2015,0,Transit,0,Actual,97.288,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2016,0,Transit,0,Actual,97.085,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2017,0,Transit,0,Actual,100,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2018,1389559988,Transit,1326472935,Actual,104.756,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2019,1132114919,Transit,1064077785,Actual,106.394,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2020,1065581050,Transit,997128199,Actual,106.865,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2021,825623623,Transit,704703542,Actual,117.159,1,1,Other
Revenue,Supporting,Other,Non-Trust Fund,-,State and Local,Other Local funds,2022,811605100,Transit,627099798,Actual,129.422,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2010,693125003,Transit,798181675,Actual,86.838,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2011,674923826,Transit,741625636,Actual,91.006,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2012,826195673,Transit,870238440,Actual,94.939,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2013,743935698,Transit,764917382,Actual,97.257,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2014,754908106,Transit,766941417,Actual,98.431,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2015,757846947,Transit,778972686,Actual,97.288,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2016,843241835,Transit,868560370,Actual,97.085,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2017,872724185,Transit,872724185,Actual,100,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2018,205807243,Transit,196463442,Actual,104.756,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2019,220624685,Transit,207365721,Actual,106.394,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2020,186849386,Transit,174846195,Actual,106.865,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2021,216553432,Transit,184837214,Actual,117.159,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Agency revenue from non-public transportation activities,2022,233439866,Transit,180371085,Actual,129.422,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2010,327165734,Transit,376754110,Actual,86.838,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2011,320361991,Transit,352022934,Actual,91.006,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2012,297099390,Transit,312937139,Actual,94.939,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2013,200532048,Transit,206187779,Actual,97.257,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2014,193413306,Transit,196496333,Actual,98.431,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2015,201352366,Transit,206965264,Actual,97.288,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2016,246102843,Transit,253492139,Actual,97.085,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2017,232946756,Transit,232946756,Actual,100,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2018,830344640,Transit,792646378,Actual,104.756,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2019,841757670,Transit,791170245,Actual,106.394,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2020,776646551,Transit,726754832,Actual,106.865,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2021,1031691880,Transit,880591231,Actual,117.159,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2022,1054852524,Transit,815048851,Actual,129.422,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2015,0,Transit,0,Actual,97.288,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2016,0,Transit,0,Actual,97.085,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2017,0,Transit,0,Actual,100,1,1,Other
Revenue,Own-Source,Other,Non-Trust Fund,-,State and Local,Other agency revenue,2018,68413634,Transit,65307604,Actual,104.756,1,1,Other
